customer_tweet_id,clean_customer_query
2935180.0,Tracking on the amazon side only says “ First delivery attempt. Another attempt will be made on the next delivery day.” And “An attempt was made to deliver your package. A re-delivery attempt will be made on the next business day”. No mention on why it failed
2562258.0,"Sadly no. Original date was Sunday Nov 26, new date is Friday December 1"
881082.0,"This issue not resolved, now it's showing return window closed, I want to return the product, not getting any response plz resolve"
582625.0,Its already 3days over. When you will update? Contest is not trustable or what?
231872.0,Hi please chase no one is contacting me.. and again i faced the same issue with my recent order...
2179065.0,"Yes and please tell the courier company to stop calling me now. Its 2 days late and NOT needed. Return and refund, no excuses no more calls"
671727.0,"Done, please get back to me with the current status ASAP. I want my Phone today."
1458007.0,. I have some apple earbuds I bought less than a month ago and all of a sudden this happened— Can I get a new pair??
1366088.0,Ciao. Segnalato al servizio clienti sabato pomeriggio e casualmente sabato sera i tre pacchi che aspettavo sono stati danneggiati e non arriveranno più. Vostro corriere +++
232363.0,"Everytime the same thing, check the records i have contacted through Twitter many times . Even i have filled the forms twice or thrice now"
1250356.0,Estimated date is like 20 days from the order ?? Is it shipping from abroad.
2950679.0,"Don't bother paying for Amazon Prime, second time an Amazon Logistics driver has decided to deliver our package to a random house though our number is clearly posted, unacceptable! Last time was just a refund, this was a black friday deal, i want my item!"
2302225.0,No. It’s a digital copy of a game. Won’t get it until Friday
2964104.0,Shipped with AMZL US Tracking ID TBA575692407000
2374465.0,Sent.
35967.0,"I just wanted to update you on my experience w/ your customer svc center. Carmina listen to my problem and successfully resolved it, thxs! 🙂"
2480167.0,"hello, I purchased a kindle ebook for my kindle because I had £2 credit but the promotion wasn't applied to my account and I wasn't given a code or anything. Why wasn't the promotion applied?"
224631.0,Amazon team reached out to me and got the product delivered yesterday itself... Really good turn around..!! Thanks
1367678.0,Thanks for ruining my dads Diwali gift purchased from by delaying it for one week even after purchasing through PRIME. KUDOS
1128029.0,"I have ask ur address multiple times on email, but no response. So, Twitter is only medium left to make the things on record and informed"
2437311.0,waste of money and poor service even for PRIME customers. order Id 403-8040056-0265138
1307762.0,As i have already told I will throw the product into gutter and will think that I have given beggary to beggars called amazo
439308.0,I already have. I have also explained the issue in detail.
937311.0,Either stuff is missing at drop off or delayed past doorstep delivery time... or this weekend site wasn’t working.
2018621.0,See how Amazon is selling broken cap deo to prime customers thru Amazon pantry with delivery charges 20 i lost around 200 INR . Amazon in In sucks.
1572975.0,They can do
1610350.0,yeah I have shared. Thanks
826270.0,"So, I just activated my Amazon Prime free trial and it straight took money outa my account..."
2275850.0,"laptop, it looks like its working fine now though 🙂"
1424264.0,"Merci, bonne journée"
302605.0,"Order date 03-Sep-2017 Order # 403-5721092-5101156 Plz check order no. And refund my money, Order time 1 month above. Tshirt not deliver"
2382539.0,the last 2-3 wks all I've heard from amazon is we are sorry.Would rather u fix the problem and get it sorted. When is the guy coming today?
319345.0,How much i waited tell me.i already waited 4-5 days. Your pik up date is 3oct. Bt u did not pik till now.i called lots of time.
1330252.0,"Creo que era un vendedor externo, pero recibí hace días un correo de amazon de que la devolución se había efectuado, y no es así"
651438.0,Ya no tenéis atención telefónica?..esto es para mí más sencillo consultarlo por teléfono sin estar contando caracteres
356688.0,says dispatched for the past 3 days! Just one book. U've let us down big time! In fact the site says 4th oct delivery?
343103.0,"Hi there, it won’t let me put in a UK 🇬🇧 number?"
1826202.0,what's wrong with u people? i hv already filled it twice. plz help. its of no use
183516.0,No sir now it was not showing 😁
2808980.0,"How do i figure out which anti-glare screen protector will fit my 7"" kindle fire? Bought it this year but 5th gen. Can't seem to find the right one."
1006542.0,Non malheureusement. Mais c'est un endroit stratégique ya une caméra juste en face du coup le voleur sera démasqué rapidement 😂😂✋🏿
1195149.0,"Third party, It says it's supposed to arrive October 26- nov 7th , I ordered on the 13th. Is this normal???"
917005.0,I’m tired of following up and replying to those mails. Why can’t an issue be resolved in one go ?
1288886.0,"Jajaja mañana, ¡un saludo!"
124051.0,quando der meia noite vão dar mais descontos nas compras?
2122289.0,"I've already sent an email, but it's an ongoing problem. Most AMZL packages are late or never arrive."
1730719.0,your support team is clueless. Giving the same monotonous reply that Status has not been updated.. this thing I already know
1843570.0,"Yep. That's the page I had to Google, it's also the page that doesn't remember my password and also the page that bounced my mail.. There is also no chat on that page."
1953330.0,Again you have cancelled my prepaid order after 5 days from order date. Order was prepaid and confirmed from your side and today was delivery date but in morning i got cancellation msg. Its happening frequently. This time i am moving to consumer forum. Its enough.
1247741.0,what is happening to amazin guaranteed delivery?!!! Second time this month my order is delayed?!!! Get the USPS up the speed!!!
1059587.0,Still waiting of Ur reply on my issue..
348498.0,"terrible service, my girlfriend ordered a book, was supposed to reach September 26th. No news except courier details shared."
1438202.0,"Si, y me dice q si no se lo deja hoy a algún vecino no sabe si saldrá mañana o pasado del almacén... mal servicio y mala resolución."
313290.0,Thanks.. i'll tweet again when issue will be resolved.
1727873.0,. How can you not deliver a parcel that has been sitting in your Banbury depot since 6am this morning?
1886105.0,what else do you need?
225047.0,"La même que sur le suivi en ligne : remis au transporteur. Chronopost, lui, dit le contraire. Et ça traine depuis lundi."
2766948.0,"Drei mal in Folge (seit 15.11.) ist der Fahrer in meiner Straße gewesen ohne mein Amazon-Paket zu liefern. Im Onlineportal (Hermes) steht stets ich sei nicht erreichbar gewesen. Gestern stellte ich ihn zur Rede, er hatte mein Paket nie dabei."
2725850.0,"been waiting almost 2 weeks for my order off Prime. Delivery date changed multiple times by Amazon, what’s going on?"
315338.0,Cheating it's customers by falsifying delivery. Online business runs on trust.
183191.0,#AmazonIndia any update on the issue. Why is taking so long
422008.0,Find the order id
179713.0,"It's day 2 ,my order not delivered yet.. What's wrong with"
2399409.0,That’s a shame. Can you organise manager callbacks?
132530.0,"Thanks for getting back :) there is a vicious rumour that it will be back later, if (a big If, I know) it is, the current product page says it won't ship to Northern Ireland. Would there be any way around this?"
2736205.0,"This is an order I placed online via Amazon.ca. The order, however, is not appearing in the 'Your Orders' tab of my account."
2858193.0,i see.Is there a size limit?
2346166.0,excuse me I ordered 2 things on Friday and they haven't shipped yet. expected Wednesday. what kind of two day shipping is this?? also something I paid a lot of money for yesterday hasn't shipped either and won't arrive until Wednesday. what is the deal???
407906.0,tried to highlight issues with being told the wrong thing 3 times by 3 different cs representatives and got yet another 1/2
2931407.0,Worst experience I’ve had. Poor book I bought for my little cousin was completely folded up and smashed. Can’t even turn the pages.
284372.0,Pero que lo ha dejado ahí en el suelo sin haber firmado nadie la recepción. Lo ha dejado ahí el operario. Es de traca
542175.0,"Yes and this has not been resolved to my satisfaction. I’m out money and never received what I ordered. Just very poor customer service by Amazon which is ironic because each time I called, I was told “We value our Prime Customers.” I certainly don’t feel valued."
1206949.0,your sale is probably to grab custoners but what about customer serv and customer satisfaction ???
232445.0,I ordered a book from this summer and now it's saying it won't be delivered until September 2018!!!! WTF?
2320455.0,たった今拝見させて頂いたのですが 全6巻で、3000円超えてしまうと、僕のお小遣い的な余裕が…
2159329.0,I have filled the form the as well again. Will you be delivering the product today?
480307.0,Hello?????
1314626.0,"I have filled the form and sent across, kindly check and revert back at earliest."
2698979.0,Gracias por la información
2881234.0,But that is what happened yesterday?
1281380.0,"No, simplemente no está en envío y no puedo ver los detalles. Si no sale hoy, no creo que llegue mañana."
1036507.0,I'm guessing it was y'all
865809.0,"What reply when will I get my cashback ,,it was supposed to be received by 12th Nov ,,u guys have any shame left or not... not even one time u have given my due promised cashback without harrassing me."
778483.0,Okay will remember it next time
1103612.0,"as a single mom, the extra $5 it went up doesn't fit my budget and it wasn't guaranteed to be delivered since it wasn't prime"
10645.0,did amazon get hacked?
1215497.0,"I placed an order a couple of hours ago, I have free two-day shipping with prime but it said the estimated delivery date was a week from today :("
2176474.0,"Can someone atleast call once and update, I haven't even got any revert."
538448.0,"Now I can't return the product either as it was hair-color and has been since used before the attention was drawn on the product-price, I feel cheated that while the packet MRP was Rs 175/- Amazon charged me Rs 875/- for the same product. Redress my grievance."
1133975.0,U kidding ?
1412411.0,"Safari geht, Xbox App nicht"
2923563.0,AMZL US
361713.0,"I want to buy the product, you mean today I cannot?"
11586.0,Not received any email
2921380.0,"No, I wasn't. The only way I knew it was going to be late was to look at your site. doesn't care enough to send an email when they fuck up! They just expect you to sit there and shut up, they have the money already, you will get your package when and if we feel like it"
1473755.0,I need help
232926.0,Yet another futile exercise. Anyways provided my details. Waiting for your rep to contact me. No lesser than undue hardships to customers
1381857.0,i was never worried about delivery time. I am worried i will get the actual delivery! what are you doing to make sure that BOTH of m orders arrive?
2416801.0,. . Amazon is cheating in the name of cashback when you add money to Amazon pay during offer time as Great Indian Sale.
1403518.0,What a joke .. delivering at an office space which was closed at the time of delivery.. Amazing! #subPrime #cheats
1200813.0,"Is that the service you give to your so called ""PRIME"" members?"
571774.0,"Can you check above ""Hello Samir"" there is no navigation bar 🤨"
2580454.0,"Problème résolu, je repars avec 5€ de réduction pour repasser commande demain :D"
2931329.0,Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.
309911.0,Another question is how do I know it's it elgible to be used?
1149689.0,Dunno why I pay for amazon prime for next day delivery when they always send me unsuccessful delivery emails
293332.0,Ordered slipper got delayed by 4 days then it got cancelled. CC kept telling it will arrive next day.
2467221.0,"Items ordered &amp; in stock, promised under 2-Day Prime shipping with anticipated delivery date indicated, taking over a week to arrive."
2956977.0,No aplicativo diz que todos os livros estão disponíveis e em estoque
2350862.0,"I'm looking at an item and it says ""Ships when available in 1-2 days."" Does that mean there's an estimated date for it to be available? I have Prime. This is the item"
2422663.0,"yes but they took my money, and i did updated my payment and they still want me to pay AGAIN."
2950689.0,"What’s going on? All day I’ve been in, nothing. Now my dog has to go hungry?"
1912138.0,twice in one week a package has been delayed. First two times I can remember. Everything ok?
297897.0,Check DM
2728892.0,"Order was placed directly from Amazon and is being shipped by AMZL. The estimated delivery time was from Nov. 13th to the 23rd, I’m just saying that’s a long time."
480510.0,Im so impressed with Amazon Customer Service 👌 my parcel got lost in transit and amazon is replacing it😄 they were so nice and helpful
2604942.0,It appears a refund has been processed for this item although it still says the item has been dispatched. Hopefully that's the issue solved. Many thanks.
295303.0,"Bientôt une nouvelle commande, vous me faite rêver 😂😂😂"
782426.0,"Shit service from u guys, Ur pickup person suppose to come on Monday betwn 2 to 5, and still he has not came... And I even don't get any response form you.. every time I have to call and beg.."
1339652.0,I think you're mistaken you see this isn't Amazon Video this is PRIME Video we don't have anything like that!
2577018.0,Hey. A parcel of mine has been delivered to a neighbour today but the neighbour is saying they don’t have it. This neighbour is well-known for stealing things etc. I needed this item ASAP. Please help.
759805.0,Done look forward N by the time our deal may go off
917558.0,No resolution yet.
2898960.0,"I am 100% that I did cancel it, but found out I was charged yesterday. I'm not sure I understand how it works if I cancel and am still charged."
2599093.0,"I don't have a fax machine (who does these days?). And how did you charge an ""unverified account""? Does that make any sense?"
2875548.0,I have had a horrible customer experience today. I would rate it myself and do pass on this to your supervisor or whomsoever. Thanks though!
2319529.0,"Hi, thanks for your reply. He cancelled Prime months ago - April/May I think &amp; he can see that by logging in. He spoke to somebody at Amazon to confirm who checked that he hadn't used Prime either for deliveries or streaming and refunded some months. But he still gets billed."
281017.0,"No everyday i phone everyday they say its definitely coming today, but even hermes is saying lost come on now"
327540.0,"Y se hacen eternos, que me tiene que llegar paquetes hoy, jueves y viernes XD así que imaginate jajaja"
2308110.0,hey why did you send with USPS a package that is meant to arrive on a Sunday? ( # 111-9425701-6239402 )
2535321.0,"Non mais stop, dès que je me plains ici, c'est le même tralala et rien n'est fait. Je suis déjà en contact avec vous depuis des MOIS ainsi qu'avec un ""superviseur"" de KDP... et ça a fait avancer le schmilblick... ah non en fait."
529001.0,With respect it’s not my problem. I pay for prime. That link doesn’t tell me when I’ll get my credits that should be due given you didn’t deliver next day as per our agreement.
174548.0,Thanks :) Have a great day!!
769577.0,"Can the​ new Fire 10's Alexa pull up YouTube vids? I really wanted one, but after #EchoShow lost YT, I'm not so sure..."
322035.0,I have mailed to email id that u dm me ..and reply is different
425506.0,Still awaiting for you guys to reach me
1459023.0,Dice che il destinatario è errato e che quindi la consegna subirà dei ritardi
1426765.0,Nothing is showing related to this case
2958541.0,Hi I submitted a return request last week that needed seller review. Can you help me w/the status?
2829443.0,"On the way, but it may be late, We're sorry it wasn't delivered by our 2:15 PM estimate Amazon Shipping at Sunday, 26 November. Delay in delivery due to external factors"
134920.0,"It states (yesterday) ""8:12 PM Customer requested to forward to a new address Doncaster, GB"""
438862.0,"Thanks Amazon for helping me, providing me my preferred resolution."
1411593.0,can I schedule a delivery? If I order something now and want it on December 2nd in a different location...Is there anyway?
2429401.0,Eu que agradeço a atenção Loja maravilhosa
219177.0,自分が観たかった作品が沢山入って嬉しいです！
2282024.0,Phone. Spoke with someone. Not sure what dept
1602166.0,I am asking about the 20% offer on prime membership.the offer says I need to get both prime and Amazon pay today.i m nt talking about 10% cb
835487.0,.. be delivered on 16th. Why to promise a customer if you can't walk the talk ? (3/3)
2251890.0,It's been delivered. My problem is with untrue updates always
2784489.0,Thank you :)
810216.0,Already done#can I please expect some resolution that really works#
1618338.0,I ordered Krishna dress for my nephew for fancy dress competition scheduled on14/11/17 but exp. delivery on 16/11/17. HELP.
231570.0,Sorted. Thanks for your help. 😊🙏
43276.0,"for some reason all my ""stations"" are only playing one song on loop. Win 7/Chrome 62.0.3202.75"
439639.0,"Hi! We have a fire stick purchased in Canada, but are moving to the UK. Can we use it in the UK? Will we need a power converter?"
1400604.0,Resend me email. But y u blocked my calls..u hv any ans. For this I want my parcel.
1932372.0,I need you to explain to my Engl prof that my book is 2 days past guranteed delivery date &amp; that's why my readings aren't done😂😭
2459983.0,ok merci
886137.0,"Bonjour, est le transporteur en charge de ma livraison"
22147.0,"Jeff,India help team is useless. Just provides link but fails to act."
207542.0,"I am! and they are also useless! 3 Fridays one after another asking where my items are, do you not investigate your drivers?"
1118655.0,i order from because of Prime they will gv me quick delivery. bt its frustating nw Order # 406-5245970-3169157
656072.0,"ordered some instax film, which leaked. Was at a wedding on a job, so had to throw it away. Would still like a replacement or a refund please. Please advise. Photos attached for you."
1916346.0,Sent reply. Please check and do the needfull
651719.0,Hi i have some issues with Shadow Of War Gold edition
2875643.0,??
306172.0,"The person said they put in a ""Compromised Account"" form and put a hold on the account and said I'd hear back in 24-48 hours."
47841.0,"No worry let it be public, give me my cashback"
2652296.0,Unable to contact customer care service. I am having problem with my earphone I ordered from amazon. Order # :403-8899775-2284335 Product is under warranty.
684702.0,Not yet...But I'll ask right away..
1503844.0,that's normal reply.. i do not need your product anymore. Tell me how do i cancel the order!
1768927.0,"i filled the details, whats the update, everytime you guys will send an email ..thats it? no follow up.. !!"
2984657.0,"I'm being told I'm not an Amazon Prime member when I click the link, but I was not refunded."
183048.0,I have been talking to u guys for 3 days in a row. I don't have any hope now #atrociousamazon
833617.0,I've worked out what's happening. I have my amazon account tied to another under Prime Household. I can't download but the other can - why?
183358.0,My husband hs alrdy filld ths form last time. R u guys specialized in getng d same thngs done evrytm and not taking action.
458873.0,How does Amazon typically make loyal Prime customers whole in situations such as this? Should I expect a significant credit to my account? #amazon #infuriating
790216.0,I've been going round in circles with customer services since yesterday. Do you not have a fraud or revenue protection department?
349627.0,"Last update was out for delivery on Friday at 17:40. Tracker yesterday said delivery was due Friday, then yesterday &amp; now today."
210488.0,"Dear team,it's too late...tell me proper either i don't work with you.it's small issue &amp; you can take very long time,how lazy work of you."
1568797.0,bunch of irresponsible people Because of your tech issue the product got delivered at wrong address. I need full refund now
1118561.0,26 october
585742.0,why dont I get next day delivery anymore with prime?
349400.0,why won't my books ship .
832107.0,I provide delivery instructions why do the drivers fail to follow and pay attention to detail in order to deliver my package?
1953302.0,"OK done, but weird that I select &amp; buy a “Kindle book” but can’t get it on my Kindle, without any warning. I understand that the Kindle brand now goes wider than a Kindle reader, but a warning would help... #amazon"
1043206.0,Query not resolved. Your team is also very rude in talking to customers.
953151.0,Non pas encore mais j'ai été déduit sur mon compte alors que généralement ça ne l'est que lorsque je reçois mon colis
1331874.0,I still do not have my players for madden and I linked the accounts
2884823.0,"Hi, I've read this but not found it helpful"
215210.0,5 days to deliver?? Really.... this is for prime subscription.
1531210.0,can u delvr a product on or bfr 12 nov as dat product is not eligible for prime. I want to gift it 2 my father on his b'dae.
1416828.0,and the person completing my order didn’t respond to my text because order was complete
1424248.0,"yes, but the main filters (sort by price / alphabetical / price drops, etc) are now missing, making it impossible to actually sort the list?"
1472692.0,. where’s Thursday night football tonight?? I know it’s #BillsVJets but still. It’s the principle.
1724677.0,October 10th. Now the app says Nov 14 to 28th.
553360.0,I was originally suppose to get it Thursday November 30th then it said yesterday then it said today and I still haven't gotten it
354669.0,"AMAZON. I saw the truck, the driver scan the packages and left. Didnt bother to go to the door"
231907.0,toujours pas de réponse. C'est vraiment du foutage de gueule
219523.0,there is no new comm. And please stop using predefined templates. I have replied to all your emails.
2800444.0,"Way to screw up a birthday gift delivery that was sent NEXT DAY, () and . I paid for NEXT DAY, why was it send GROUND then?"
947689.0,Why do I keep getting emails thanking me for reviewing products I have never bought or reviewed?
1055235.0,"Yeah I have - no one is home, parcel hasn’t been delivered to my address or anywhere else 😰"
998012.0,Did u even see the screenshot ? The price has increased more then 100 INR in last few hours..and u say its lowest ?? Smell some coffee..
832728.0,I have got the message through link saying that we will resolve ur case within 24-48 hrs. Which has already gone
2459219.0,How long I have to wait???
33297.0,"Alright, thanks!"
985164.0,"Got a reply. Says that I made a return request on 1st November, 2017. Need I say more? smh"
2539596.0,It says its expect to ship today.
1760405.0,/. Yes. I would like to know why the twitter app hasn't been updated yet.
1170089.0,Dónde os puedo dejar un feedback sobre una de las empresas de transporte que utilizáis para enviar productos Prime?
833614.0,I cant seem to use amazon prime on my laptop. Doesnt give me the play option. Keeps redirecting me to amazon.in
291374.0,I had filled above form
44535.0,"De acuerdo, gracias!"
2381766.0,ありがとうございます！ 頼みますヾ(*´∀｀*)ﾉ またよろしくお願いします(〃・д・) -д-))
663748.0,"El paquete fue vendido y enviado por Amazon. Pero siempre que es enviado por medio de es lo mismo. Cosa que no pasa con o , si llegar haber algún inconveniente ellos lo resuelven a la brevedad y con estafeta es un tire y afloje para localizar el paquete."
2819880.0,Never buy again. Worst customer care and no delivery even after 3 days even with #Prime Membership . Feeling Cheated #disappointed #FeelingCheated
229119.0,"hi yeah, you've taken money out of my account twice for one thing"
1217483.0,As i am not going to use anymore i want money in my credit card and not in amazon pay balance (2/2) #BoycottAmazon
1239374.0,"can’t believe I got Fifa 18 on Amazon prime to be delivered today, only for them to not deliver it because it’s a Sunday. Even though delivery was guaranteed today. Hence why I got it. Explain ?"
75839.0,Called up customer care agent dipika supervisor ajay and manager Sohail is unable to do nothing they said wait for 3 more days you will receive ur product !! Why 3 more days if delivery date is for today ?
294289.0,No mail from Amazon
130233.0,sir can I expect a customer care executive on call
1722130.0,to whom you have delivered this package?? Because I didn’t get the package. ORDER # 408-2544425-9781926
516664.0,It was supposed to be today at 8pm. Now it's moved to Dec 2-6th. I expected it all day as it told me for two days it was coming today.
2607493.0,me tenía que llegar un pedido el 24 de octubre y todavía no ha aparecido por casa es una broma o algo?
2485539.0,"Danke, aber ich habe gerade die Email bekommen, dass es erstattet wird. 😀"
2929547.0,Yes. Second order in 2 months delayed by several days past guaranteed delivery date.
445470.0,I have contacted via email on the above link. When can I expect a reply/to have this rectified?
493238.0,My friend ordered product on 28th November showing as delivered (handed to security) but didn't receive product.. OrderID 406-4970784-2395526 Is amazon promoting such Fraudulent activities in India? #PatheticExperience #Shameful
1628587.0,"It is an international order as I am in Canada, however it was preordered back in May and shipped on Oct 19th"
735674.0,重ね重ねありがとうございました。
814412.0,I had to wait till 24th Oct is the resolution?!!!! Guys please talk to your team and get me a realistic solution.
1865038.0,The service team has been of no help at all. I never get a proper answer as to when the order will be delivered. Extremely disappointed.
1761384.0,11/3 was the estimate. Then I was told it was coming yesterday. Today is a new day and I have no package
522941.0,The service boy was so humble and kind. Thanks again.
1986441.0,Help.
1076266.0,教えてくれてありがとうございます！
1368116.0,"Correct, Apple iPad."
1378717.0,Please share some coordinates so we can connect. Good to see your concern of customer. Will wait to see solution..
232702.0,its not owing to security reasons its owing to your uselessness #atrociousamazon #Delhi #FridayFeeling
2790579.0,I was just provided a UPS return label to my email address with instructions to drop it off. That's the only issue. Not sure how to transport a 70lb box to drop it off anywhere. Thanks for the quick response!
235147.0,I am a prime member and had purchased Nokia 6 on 30th Aug. I should have got Rs 1K Cash back. I got only 500 on 27 Sep. Used contact us pg 1
2292286.0,How is one supervisor to remember what was said when trying to resolve the issue for one case when thousands of cases are made everyday
1346627.0,"Compte tenu des épisodes de ces 2 dernières semaines, je stresse, . J'en ai impérativement besoin demain."
989847.0,Would u mind to update me on this. Do u wish to refund my money or u would like to add it in ur profit?
821168.0,Please don't. You are making things worse instead of fixing them. I'd think that someone has stolen my wallet and I'd b done with it.
1325517.0,I wasted my time with you
1705415.0,"I'm in a metro area, not podunk, so I question the decision to use USPS when UPS was timely, accurate, well staffed, and amazing."
2470969.0,いつも大変お世話になっております、ステキなサービスを提供してくださりありがとうございます…！今後もアマゾンを存分に活用させて頂きます☺️💕
1413752.0,ありがとうございます｡ﾟ(ﾟ^ω^ﾟ)ﾟ｡ 楽しむです´ω`*
1622623.0,what happened to this order
21858.0,"OKAY, now I get ""connection timed out"", does GFW play a part here? (I'm in China). Even though, why ""wrong password""?"
2571767.0,shame on you Guys on sending Empty BOX with order ID ORDER # 408-3247241-8732350
2524384.0,why do you have an a-z guarantee when it’s not a guarantee at all?
1325091.0,素早く丁寧な対応ありがとうございます！ヒビが入っていたのは本体ではなく透明なケースですので交換・返品はしなくて大丈夫です！お気遣いありがとうございます！
1259410.0,遅れているわけでは無いです。「この荷物で何時間以内翌日配送の残り時間がこれだけあれば明日のこの時間くらいに来る」という今までの見立てや、配達員さんとの呼吸が全く合わなくなってしまったので、どうしたものかなあと。
1956137.0,Have done that
827127.0,Prime. Time sensitive order delayed 2nd time in 2 months. #Flipkart delivers on time even if product is expensive. Bad logistics
1497307.0,Mail aberrant de + puisqu'il pretend que le colis n'a pas été livré alors qu'il etait dans ma bal et que je l'ai retourné 😂
814420.0,Yet AGAIN i got the message that the consignment is delivered and not physically received? 1/2
509338.0,C'est précisément là que j'ai fait ma demande de facture sans que cela n'ait été suivi de fait et ce en dépit du fait que votre partenaire avait 2 jours pour me répondre
1862475.0,"Nothing from Specialist Team, only normal emails from executives Reminder: All this is happening after assurances frm Mr Bikaram last month"
296740.0,As I have other orders coming. Or emailed. Something. I spent at least 25 minutes on chat with no satisfactory solution. 5/
1298989.0,Can you contact the courier to see where it is?
1421235.0,I AM NOT DOING ANYTHING ELSE!! its time for u guys to either give me an update by tomorrow or face the lawsuit!! I AM FED UP!!
476117.0,音楽書籍ビデオは分かるんですが無制限ストレージはさすがに目を疑いましたね…
1043570.0,"Received the attached reply, now everything is separate but when you buy something everything is Amazon"
757792.0,Have i Ordered too late then?
474392.0,"Why won’t recognise multiple speakers as a group under a group name ? Individually they’re fine, but not as a group. Can you fix this please."
2402411.0,Order no 402-4728553-3940361 and second order no is 402-2662092-4894765..
1737624.0,How is it possible for you guys not to be prepared for a pre order item and not deliver on the day you promised too deliver on. Its a disgrace.
129216.0,Gracias!
542191.0,Paid extra for one day delivery and still isnt out for delivery for today... what the the point
1663589.0,In teoria oggi
1163737.0,i private messaged you please reply
981170.0,Ayer fue la última vez. Estoy con este problema hace 3 semanas
1108748.0,"My last package went missing while you people marked final status as ""Delivered"" It was a clear fraud and has happened with many known ones."
174553.0,I ordered something yesterday and on your site it says it’s ordered and being processed but I have yet got a confirmation email or it being taken out of my bank account. Is there any reason why?
182861.0,Done that already sir
